"FullPath","Ext","SizeBytes","LastModified","Created","First120","DeltaMin"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\TrainData\DieRefToTrain.txt",".txt","277","2017-07-25 11:44","2026-05-17 11:17","[DieRefToTrainImage] DR_2_TI_X=0.999999994567987 -0.000104230638998617 1251.15701246877 DR_2_TI_Y=0.000104230638998617 0","-4633893"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\TrainData\FrameToChuck.ini",".ini","160","2017-07-25 11:44","2026-05-17 11:17","[FrameToChuck] F2C_X=          1.6841197289         0.0001321961     -1293.5054783618 F2C_Y=         -0.0001321961      ","-4633893"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\TrainData\DieImage\DieImageToTable.ini",".ini","302","2017-07-25 11:44","2026-05-17 11:17","[DieImageToTable] I2T_X=1.68378898091718 0.000253474275405115 -1174.61785998963 I2T_Y=-0.000253501224577012 1.6836099809","-4633893"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\TrainData\DieImage\ZoomLevels.ini",".ini","169","2017-07-25 11:44","2026-05-17 11:17","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 LEVEL_4=1 [LEVEL_1] SizeX=3905 SizeY=3824 [LEVEL_2] SizeX=1952 SizeY=","-4633893"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\WaferAlignData\Alignment_PatFindRtp.txt",".txt","485","2025-02-11 11:03","2026-05-17 11:17"," [11:03:27 02/11/25] Minimum Score           :  97    Minimum Start        :  90    Reduce Delta         :  10 Minimum T","-662414"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\WaferAlignData\Alignment_PatRes.txt",".txt","2243","2025-02-11 11:03","2026-05-17 11:17"," [11:03:27 02/11/25] ==========================================================================================  #    Co","-662414"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\WaferAlignData\Alignment_Stat.txt",".txt","1574","2025-02-11 11:03","2026-05-17 11:17","  [11:03:27 02/11/25] ==================================================================================================","-662414"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\WaferAlignData\AlignmentData.ini",".ini","32","2025-02-11 11:03","2026-05-17 11:17","[General] AlignmentTime=18742 ","-662414"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\WaferAlignData\AlignmentNotFound_rtp.txt",".txt","485","2025-02-06 15:51","2026-05-17 11:17"," [15:51:29 02/06/25] Minimum Score           :  85    Minimum Start        :  90    Reduce Delta         :  10 Minimum T","-669326"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\WaferAlignData\AlignmentStatisticsTime.txt",".txt","169","2025-02-11 11:03","2026-05-17 11:17","Alignment Statistics Grabbing Counter=14 Total=4768 Average=340.571442 Moving Counter=14 Total=5482 Average=391.571442 M","-662414"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\Zones\Bright-10um.ini",".ini","5795","2025-02-11 11:11","2026-05-17 11:17","[General] ZoneName=Bright-10um ZoneID=6 TypeName=Surface AutoTH=0 AutoProbe=0 [Surface] Enable=0 AlgorithmName=Surface C","-662407"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\Zones\Bright-3_5um.ini",".ini","5797","2025-02-11 11:11","2026-05-17 11:17","[General] ZoneName=Bright-3_5um ZoneID=2 TypeName=Surface AutoTH=0 AutoProbe=0 [Surface] Enable=0 AlgorithmName=Surface ","-662407"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\Zones\Bright-5um.ini",".ini","5794","2025-02-11 11:11","2026-05-17 11:17","[General] ZoneName=Bright-5um ZoneID=4 TypeName=Surface AutoTH=0 AutoProbe=0 [Surface] Enable=0 AlgorithmName=Surface Cl","-662407"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\Zones\Dark-10um.ini",".ini","5790","2025-02-11 11:11","2026-05-17 11:17","[General] ZoneName=Dark-10um ZoneID=5 TypeName=Surface AutoTH=0 AutoProbe=0 [Surface] Enable=0 AlgorithmName=Surface Cla","-662407"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\Zones\Dark-3_5um.ini",".ini","5792","2025-02-11 11:11","2026-05-17 11:17","[General] ZoneName=Dark-3_5um ZoneID=1 TypeName=Surface AutoTH=0 AutoProbe=0 [Surface] Enable=0 AlgorithmName=Surface Cl","-662407"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\Zones\Dark-5um.ini",".ini","5792","2025-02-11 11:11","2026-05-17 11:17","[General] ZoneName=Dark-5um ZoneID=3 TypeName=Surface AutoTH=0 AutoProbe=0 [Surface] Enable=0 AlgorithmName=Surface Clas","-662407"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\Zones\PostProcess.ini",".ini","1525","2025-02-11 11:11","2026-05-17 11:17","[General] ZoneName=PostProcess ZoneID=255 TypeName=PostProcess AutoTH=0 AutoProbe=0 [Volume] Enable=0 AlgorithmName=Volu","-662407"
"C:\job\VCAM ScanAll And Grab\Setup1\Recipes\TPT\Zones\Scan Area.ini",".ini","5793","2025-02-11 11:11","2026-05-17 11:17","[General] ZoneName=Scan Area ZoneID=63 TypeName=Surface AutoTH=0 AutoProbe=0 [Surface] Enable=1 AlgorithmName=Surface Cl","-662407"
"C:\job\VCAM TNE 10.0\Metadata.ini",".ini","78","2025-03-05 13:54","2026-05-17 11:17","[General] name=TNE 10.0 Id=8aa8a019-9b43-4264-9a87-be5f107c085f Version=1 ","-630563"
"C:\job\VCAM TNE 10.0\VcamInstallerGuid.txt",".txt","36","2025-03-18 12:04","2026-05-17 11:17","a768aa22-3050-46d9-b4fc-0521e28c1ac6","-611953"
"C:\job\VCAM TNE 10.0\.audit\manifest.json",".json","406","2026-05-17 11:18","2026-05-17 11:18","{   ""jobName"": ""VCAM TNE 10.0"",   ""auditDbVersion"": ""1"",   ""created"": {     ""machine"": ""AMITA1"",     ""at"": ""2026-05-17T0","0"
"C:\job\VCAM TNE 10.0\300mm\DefectsClustering.ini",".ini","236","2025-03-05 14:24","2026-05-17 11:17","[General] Enabled=0 ClusteringAfterMerge=0 Distance=0 SelectedFirstSortingList=Priority SelectedSecondSortingList=Area S","-630533"
"C:\job\VCAM TNE 10.0\300mm\Metadata.ini",".ini","101","2025-03-05 13:54","2026-05-17 11:17","[General] name=300mm Id=ba29076f-6517-4afb-9cb0-cc1b758d92f4 Version=1 LastActiveRecipe=Recipe1 ","-630563"
"C:\job\VCAM TNE 10.0\300mm\MultiRecipe.ini",".ini","133","2025-03-05 13:54","2026-05-17 11:17","[Scan] recipe_1=0,Recipe1,,,,, MergingThreadCount=0 doSeparateRecipe=0 DoGrabAfterMerge=0 Recipes=0, [General] Version=1","-630563"
"C:\job\VCAM TNE 10.0\300mm\Transitions.xml",".xml","583","2025-03-18 11:50","2026-05-17 11:17","<TransitionsSetupConfiguration VersionNumber=""0"">   <TransitionsCollection>     <Transition Id=""977e4709-b39d-4ea9-a7b7-","-611967"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\Alignment.ini",".ini","38","2025-03-05 14:20","2026-05-17 11:17","[WAFER ALIGNMENT] CoarseAlignDone=1 ","-630537"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\AlignmentData.ini",".ini","1018","2025-03-05 14:20","2026-05-17 11:17","[General] MinScore=85 MinTargetScore=0 IsAffineEnabled=1 AlignPointsNum=10 PreprocessTargetImage=1 ForceToGMF=0 [Point_0","-630537"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\AlignRtp.ini",".ini","2896","2025-03-18 11:45","2026-05-17 11:17","[DIE Alignment] Die__MinModelSize=32 Die__MinScore=85 Die__ExtraScanLength_um=0.000000 Die__ExtraScanLength_X_um=0.00000","-611972"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\CcsLocalMeas.ini",".ini","209","2025-03-05 13:54","2026-05-17 11:17","[ScanParams] MarginX=0 MarginY=0 ScanStepX=0 ScanStepY=0 ResultsToRevisit= ScanDefects_Enabled=0 ScanDefects_SizeX=0 Sca","-630563"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\CleanReferenceFinalParams.ini",".ini","985","2025-03-05 14:08","2026-05-17 11:17","[General] Version=2 [CleanRefParams] SizeX=2048 SizeY=2048 minCriteria=-2 maxCriteria=-1 minCreateMul=2 maxCreateMul=2 m","-630549"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\CreateReference3dOptions.ini",".ini","322","2025-03-05 13:54","2026-05-17 11:17","[General] Version=0 Debug=0 [Registration] ReferenceRegBy=4 BigBlockRowsNumber=1000 YPartitionsNumber=3 MaxErrorPix=3 PS","-630563"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\DefaultWafer2Table.ini",".ini","1290","2025-03-05 14:07","2026-05-17 11:17","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999839313        -0.0012335757   -150885.5966633707 Wafer2Table_Y=         ","-630550"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\DieMapRegPos.txt",".txt","350","2025-03-05 14:07","2026-05-17 11:17","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    266.0","-630551"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\ExternalCoordSystems.ini",".ini","33","2025-03-05 13:54","2026-05-17 11:17","[ExternalCoordSystems] Count=0 ","-630563"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\GlobalRTP.ini",".ini","2925","2025-03-05 14:24","2026-05-17 11:17","[GLOBAL_RTP] LSL_Height=100.000000 USL_Height=140.000000 NominalHeight=120.000000 BumpType=1 CCS_Step=3.000000 CCS_Step_","-630533"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\ImageProcessing.log",".log","37","2025-03-05 14:03","2026-05-17 11:17","_previouseAlignmentDataExists = 0 ","-630554"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\Metadata.ini",".ini","77","2025-03-05 13:54","2026-05-17 11:17","[General] name=Recipe1 Id=b13f9271-c4bc-44eb-acf0-33dc08bb7f01 Version=0 ","-630563"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\OpticPreset.ini",".ini","3057","2025-03-05 14:45","2026-05-17 11:17","[General] Signature=1 [Scan2d] Id=173a0b21-b5d9-4283-9749-e6eaa3e24e00 FocusPosAboveChuck=777.099999397049 Mag=5 Mode=-1","-630512"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\OpticToVCamStorage.json",".json","184","2025-03-18 11:50","2026-05-17 11:17","[   {     ""OpticId"": ""173a0b21-b5d9-4283-9749-e6eaa3e24e00"",     ""Scenario"": ""Alignment"",     ""IsAutoFocus"": false,     ","-611967"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\OverlayScan.ini",".ini","52","2025-03-05 13:54","2026-05-17 11:17","[General] Id=7dc04558-8edf-d4e4-94ed-9e2705e7a65c ","-630563"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\Params_AlignRTP.ini",".ini","2892","2025-03-05 14:03","2026-05-17 11:17","[DIE Alignment] Die__MinModelSize=32 Die__MinScore=85 Die__ExtraScanLength_um=0.000000 Die__ExtraScanLength_X_um=0.00000","-630554"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\Params_SystemInfo.ini",".ini","2363","2025-03-05 14:03","2026-05-17 11:17","[SystemParams] Gain=0 GainFx=0 Offset=0 Distortion=0 SizeX=2048 SizeY=2048 OffsetX=0 OffsetY=0 CameraType=3 ImageSizeInB","-630554"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\Params_WaferInfo.ini",".ini","1968","2025-03-05 14:03","2026-05-17 11:17","[Path] SetupPath=c:\job\TNE 10.0\300mm\Recipes\Recipe1\ RecipeName=Recipe1 RecipePath=c:\job\TNE 10.0\300mm\Recipes\Reci","-630554"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\ProductInfo.ini",".ini","2452","2025-03-18 11:45","2026-05-17 11:17","[AutoFocus] SearchUseDefault=1 ScanDelta=0 OnLimitViolationAction=0 FocusVAriationLimit=0 LimitFocusVariation=0 RetriesC","-611972"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\Recipe.ini",".ini","3797","2025-03-05 14:45","2026-05-17 11:17","[AutoCycle] AutoFocusEvery=1 ; None CleanReferenceEvery=1 ; None UnloadToAnotherCassette=0 ; Move wafers from Loadport B","-630513"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\RTP.txt",".txt","7028","2025-03-05 14:24","2026-05-17 11:17","[PostProcess]   ; Zone name Alg = Warp_Direction_Calculation Inner_Radius_[Microns] = 1 ;  ( Radius of the inner circle,","-630533"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\SamplingMetrology.ini",".ini","73","2025-03-05 13:54","2026-05-17 11:17","[General] Version=0 Id=2f7ce695-68e2-4fab-091d-edade3ebdd64 UseCSV=0 ","-630563"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\ScanOverlapLog.txt",".txt","450","2025-03-18 11:45","2026-05-17 11:17","Scan 2d Overlap [px], [um]; Pixel size = 0.846, 0.85 Minimum             :    32,   32,   27,   27 Detection           :","-611972"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\ScenariosMetadatas.ini",".ini","1507","2025-03-05 14:45","2026-05-17 11:17","[General] Version=1 [Scan2d] Id=e4527a4f-e222-4b3d-ba77-2c09df84db95 OpticsId=173a0b21-b5d9-4283-9749-e6eaa3e24e00 Refer","-630512"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\TNESetup.ini",".ini","61","2025-03-05 14:24","2026-05-17 11:17","[General] TNESetup-MaxRadius=2000 TNESetup-MinRadius=6000 ","-630533"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\UniqueArea.ini",".ini","20","2025-03-05 13:54","2026-05-17 11:17","[General] Count=0 ","-630563"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\Wafer2Table.ini",".ini","503","2025-03-18 11:50","2026-05-17 11:17","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999839313        -0.0012335757   -150964.3617106234 Wafer2Table_Y=         ","-611967"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\WaferDataReadSettings.xml",".xml","195","2025-03-05 13:54","2026-05-17 11:17","<?xml version=""1.0""?> <WaferDataReadSettings xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xsd=""http://www","-630563"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\Waferinfo.ini",".ini","229","2025-03-18 11:45","2026-05-17 11:17","[Robot] Rotation=0 SideUp=1 [General] hd_robot=False InkBinList= LimitNumberOfInkedDice=0 hd_cmm=False key_minarea=2500 ","-611972"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\WaferMapRecipe.ini",".ini","833","2025-03-05 13:54","2026-05-17 11:17","[GENERAL] SettingsPolicy=0 FiducialBin=-1 [Input_Update] Enable=0 FileMask= ImportDirectory= UpdateDirectory= AutoMatchE","-630563"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\zones.ini",".ini","245","2025-03-05 14:09","2026-05-17 11:17","[General] Version=11 [ALGName] 255=PostProcess 0=Scan Area [ALG] 255=PostProcess 0=Surface [BinCodes] 255=-1 0=-1 [Color","-630549"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\zones.txt",".txt","170","2025-03-05 14:09","2026-05-17 11:17","ScaleX =    1.0000000000; ScaleY =    1.0000000000   RefID       X        Y  Zone Count      Shape Data       1    592.5","-630549"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\ZoomLevels.ini",".ini","164","2025-03-05 14:05","2026-05-17 11:17","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1185 SizeY=1181 [LEVEL_2] SizeX=592 SizeY=590 [DIE] S","-630552"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\.dc_cache\TransactionsHistory.ini",".ini","120","2025-03-05 14:08","2026-05-17 11:17","[DeprecatedInV0] Namespace.RuntimeEntities.RecipePartsCollection_Runtime|RecipePartsCollection|CleanReferenceParams=1 ","-630549"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\ReferenceBackup\ZoomLevels.ini",".ini","176","2025-03-05 14:05","2026-05-17 11:17","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 LEVEL_2=1 [LEVEL_1] SizeX=1185 SizeY=1181 [LEVEL_2] SizeX=592 SizeY=590 [DIE] S","-630552"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\SW_QA-4\OpticsPreset.ini",".ini","109","2025-03-05 14:04","2026-05-17 11:17","[RobotSetup] Name=106463_Bare_12.cfg [Chuck] CenterX=158151.296875 CenterY=140564.40625 CenterZ=-389.4 ","-630554"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\TrainData\Die.ini",".ini","1183","2025-03-05 14:05","2026-05-17 11:17","[DIE] PixelSize_X=1.69342956440773 PixelSize_Y=1.69342956440773 FrameSizeX=2048 FrameSizeY=2048 Step_X=2100 Step_Y=2102 ","-630552"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\TrainData\DieRefToTrain.txt",".txt","277","2025-03-05 14:03","2026-05-17 11:17","[DieRefToTrainImage] DR_2_TI_X=0.999999662439277 -0.000821657673733359 1080.28937424161 DR_2_TI_Y=0.000821657673733359 0","-630554"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\TrainData\FrameToChuck.ini",".ini","160","2025-03-05 14:03","2026-05-17 11:17","[FrameToChuck] F2C_X=          1.6934295287         0.0003475749     -1734.4277541655 F2C_Y=         -0.0003475749      ","-630554"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\TrainData\ZonesVectorInfo.csv",".csv","46","2025-03-05 14:09","2026-05-17 11:17","ID,zone,X,Y,SizeX,SizeY,ShapeType,Angle,Is3d ","-630549"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\TrainData\DieImage\DieImageToTable.ini",".ini","251","2025-03-05 14:03","2026-05-17 11:17","[DieImageToTable] I2T_X=1.69342945685646 -0.000603540371947919 -1706.43660435844 I2T_Y=0.000603540371947919 1.6934294568","-630554"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\TrainData\DieImage\ZoomLevels.ini",".ini","79","2025-03-05 14:03","2026-05-17 11:17","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=3817 SizeY=3819 ","-630554"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\TrainData\ReferenceBackup\ZoomLevels.ini",".ini","79","2025-03-05 14:03","2026-05-17 11:17","[ZOOM_LEVELS] LEVEL_1=1 SaveCompressed=0 [LEVEL_1] SizeX=3817 SizeY=3819 ","-630554"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\WaferAlignData\Alignment_PatFindRtp.txt",".txt","485","2025-03-18 11:45","2026-05-17 11:17"," [11:45:46 03/18/25] Minimum Score           :  85    Minimum Start        :  90    Reduce Delta         :  10 Minimum T","-611972"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\WaferAlignData\Alignment_PatRes.txt",".txt","1683","2025-03-18 11:45","2026-05-17 11:17"," [11:45:46 03/18/25] ==========================================================================================  #    Co","-611972"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\WaferAlignData\Alignment_Stat.txt",".txt","1574","2025-03-18 11:45","2026-05-17 11:17","  [11:45:46 03/18/25] ==================================================================================================","-611972"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\WaferAlignData\AlignmentData.ini",".ini","32","2025-03-18 11:45","2026-05-17 11:17","[General] AlignmentTime=10239 ","-611972"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\WaferAlignData\AlignmentStatisticsTime.txt",".txt","169","2025-03-18 11:45","2026-05-17 11:17","Alignment Statistics Grabbing Counter=10 Total=2797 Average=279.700012 Moving Counter=10 Total=4810 Average=481.000000 M","-611972"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\Zones\PostProcess.ini",".ini","4355","2025-03-05 14:24","2026-05-17 11:17","[General] ZoneName=PostProcess ZoneID=255 TypeName=PostProcess AutoTH=0 AutoProbe=0 [Warp Direction Calculation] Enable=","-630534"
"C:\job\VCAM TNE 10.0\300mm\Recipes\Recipe1\Zones\Scan Area.ini",".ini","5670","2025-03-05 14:24","2026-05-17 11:17","[General] ZoneName=Scan Area ZoneID=63 TypeName=Surface AutoTH=0 AutoProbe=0 [Surface] Enable=1 AlgorithmName=Surface Cl","-630534"
"C:\job\VCAM with CCS FM\Metadata.ini",".ini","95","2024-05-12 11:42","2026-05-17 11:17","[General] name=VCAM with CCS FM Id=aefb2805-95e6-4cdf-ad14-29d5f8d41c9e Version=1 JobTag= ","-1058375"
"C:\job\VCAM with CCS FM\VcamInstallerGuid.txt",".txt","36","2025-03-18 12:04","2026-05-17 11:17","a768aa22-3050-46d9-b4fc-0521e28c1ac6","-611953"
"C:\job\VCAM with CCS FM\.audit\manifest.json",".json","409","2026-05-17 11:18","2026-05-17 11:18","{   ""jobName"": ""VCAM with CCS FM"",   ""auditDbVersion"": ""1"",   ""created"": {     ""machine"": ""AMITA1"",     ""at"": ""2026-05-1","0"
"C:\job\VCAM with CCS FM\300mm\CurrWaferSurfaceInterpolation.ini",".ini","864","2025-03-18 11:33","2026-05-17 11:17","ThinPlate 90 113671.797701303 -4759.58408067859 818.138964843765 100 82232.1959369708 -80384.186599055 825.523046875012 ","-611984"
"C:\job\VCAM with CCS FM\300mm\CurrWaferSurfaceInterpolation.md",".md","29","2024-05-09 11:31","2026-05-17 11:17","[General] IsInChuckSpace=1 ","-1062707"
"C:\job\VCAM with CCS FM\300mm\DefectsClustering.ini",".ini","236","2024-05-09 11:34","2026-05-17 11:17","[General] Enabled=0 ClusteringAfterMerge=0 Distance=0 SelectedFirstSortingList=Priority SelectedSecondSortingList=Area S","-1062704"
"C:\job\VCAM with CCS FM\300mm\DieAlignment.dat_block.ini",".ini","118","2025-03-18 11:35","2026-05-17 11:17","[General] IsMultiIndex=0 DieCount=1 [Die_0] Row=0 Col=0 PosX=0.000 PosY=0.000 SizeX=3664.000 SizeY=3666.000 ","-611983"
"C:\job\VCAM with CCS FM\300mm\Metadata.ini",".ini","101","2024-05-09 11:25","2026-05-17 11:17","[General] name=300mm Id=e8ef1174-062c-48df-a6f3-8e76a67ee36d Version=1 LastActiveRecipe=Default ","-1062712"
"C:\job\VCAM with CCS FM\300mm\MultiRecipe.ini",".ini","133","2024-05-09 11:25","2026-05-17 11:17","[Scan] recipe_1=0,Default,,,,, MergingThreadCount=0 doSeparateRecipe=0 DoGrabAfterMerge=0 Recipes=0, [General] Version=1","-1062712"
"C:\job\VCAM with CCS FM\300mm\ProductionInfo.ini",".ini","197","2025-03-16 11:24","2026-05-17 11:17","[General] WaferDefectsCount=0 WaferDefectDiceRatio=0.000 WaferDefectClassId=0 WaferDefectClassIdCount=0 BatchPassWafersC","-614873"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\Alignment.ini",".ini","53","2025-03-18 11:33","2026-05-17 11:17","[WAFER ALIGNMENT] CoarseAlignDone=1 Rotate  w2t=0 ","-611984"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\AlignmentData.ini",".ini","820","2024-05-09 11:34","2026-05-17 11:17","[General] MinScore=85 MinTargetScore=0 IsAffineEnabled=1 AlignPointsNum=8 ForceToGMF=0 [Point_0] X=160596.476305823 Y=16","-1062703"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\AlignRtp.ini",".ini","2896","2025-03-18 11:34","2026-05-17 11:17","[DIE Alignment] Die__MinModelSize=32 Die__MinScore=85 Die__ExtraScanLength_um=0.000000 Die__ExtraScanLength_X_um=0.00000","-611984"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\CcsLocalMeas.ini",".ini","172","2024-05-09 11:25","2026-05-17 11:17","[ScanParams] MarginX=0 MarginY=0 ScanStepX=0 ScanStepY=0 ResultsToRevisit= ScanDefects_Enabled=0 ScanDefects_SizeX=0 Sca","-1062712"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\CleanReferenceFinalParams.ini",".ini","984","2024-05-09 11:28","2026-05-17 11:17","[General] Version=2 [CleanRefParams] SizeX=2048 SizeY=2048 minCriteria=-2 maxCriteria=-1 minCreateMul=2 maxCreateMul=2 m","-1062709"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\CreateReference3dOptions.ini",".ini","324","2024-05-09 11:25","2026-05-17 11:17","[General] Version=0 Debug=0 [Registration] ReferenceRegBy=0 BigBlockRowsNumber=1000 YPartitionsNumber=3 MaxErrorPix=5 PS","-1062712"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\CurrWaferSurfaceInterpolation.ini",".ini","855","2025-03-18 11:33","2026-05-17 11:17","ThinPlate 90 157690.590772851 164086.857821793 821.796093750006 100 226988.390772851 164086.857821793 818.200976562515 1","-611984"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\CurrWaferSurfaceInterpolation.md",".md","29","2024-05-12 11:47","2026-05-17 11:17","[General] IsInChuckSpace=0 ","-1058371"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\DefaultWafer2Table.ini",".ini","1094","2024-05-09 11:28","2026-05-17 11:17","[WAFER ALIGNMENT] Wafer2Table_X=          0.9999843230         0.0050387038   -158223.2064593470 Wafer2Table_Y=         ","-1062709"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\DefaultWaferSurfaceInterpolation.ini",".ini","835","2024-05-12 11:47","2026-05-17 11:17","ThinPlate 90 157690.590772851 164086.857821793 777.31962890625 100 226988.390772851 164086.857821793 805.15263671875 100","-1058371"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\DefaultWaferSurfaceInterpolation.md",".md","29","2024-05-12 11:47","2026-05-17 11:17","[General] IsInChuckSpace=0 ","-1058371"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\DieAlignment.dat_block.ini",".ini","118","2024-05-09 11:28","2026-05-17 11:17","[General] IsMultiIndex=0 DieCount=1 [Die_0] Row=0 Col=0 PosX=0.000 PosY=0.000 SizeX=3664.000 SizeY=3666.000 ","-1062709"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\DieMapAlignRes.dat_block.ini",".ini","118","2024-05-09 11:28","2026-05-17 11:17","[General] IsMultiIndex=0 DieCount=1 [Die_0] Row=0 Col=0 PosX=0.000 PosY=0.000 SizeX=3664.000 SizeY=3666.000 ","-1062709"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\ExternalCoordSystems.ini",".ini","33","2024-05-09 11:26","2026-05-17 11:17","[ExternalCoordSystems] Count=0 ","-1062712"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\ImageProcessing.log",".log","37","2024-05-09 11:27","2026-05-17 11:17","_previouseAlignmentDataExists = 0 ","-1062710"
"C:\job\VCAM with CCS FM\300mm\Recipes\Default\Metadata.ini",".ini","77","2024-05-09 11:25","2026-05-17 11:17","[General] name=Default Id=2abd0329-b267-4f5f-a1e1-4ee69b32b226 Version=0 ","-1062712"
